poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,yes,no,alternate_answers
81997,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/14/23,1/17/23,,"",,167183,1500,a,,a,,1/18/23 11:46,"",https://docs.cdn.yougov.com/lcaevasr2o/econtoplines.pdf,"",,,45.0,36.0,19.0
81997,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/14/23,1/17/23,,"",,167184,1314,rv,,rv,,1/18/23 11:46,"",https://docs.cdn.yougov.com/52ob991rpr/econTabReport.pdf,"",,,50.0,39.0,11.0
81966,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/8/23,1/10/23,,"",,167064,1500,a,,a,,1/11/23 10:30,"",https://docs.cdn.yougov.com/uo5683gvco/econtoplines.pdf,"",,,41.0,39.0,20.0
81966,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/8/23,1/10/23,,"",,167065,1356,rv,,rv,,1/11/23 10:30,"",https://docs.cdn.yougov.com/6ig3yyjvb9/econTabReport.pdf,"",,,46.0,41.0,14.0
81978,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/5/23,1/9/23,,"",,167130,1000,a,,a,,1/17/23 13:53,"",https://polsci.umass.edu/toplines-and-crosstabs-jan-2023-biden-performance-2024-democrat-primaries-abortion-and-gun-control,"",,,42.0,46.0,13.0
81923,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/31/22,1/3/23,,"",,166921,1500,a,,a,,1/4/23 11:49,"",https://docs.cdn.yougov.com/ojnkvlmfiq/econtoplines.pdf,"",,,40.0,41.0,19.0
81923,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/31/22,1/3/23,,"",,166922,1301,rv,,rv,,1/4/23 11:49,"",https://docs.cdn.yougov.com/0g9mwkpaky/econTabReport.pdf,"",,,45.0,43.0,12.0
81873,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/17/22,12/20/22,,"",,166598,1500,a,,a,,12/21/22 09:26,"",https://docs.cdn.yougov.com/c5o6xiw8t9/econtoplines.pdf,"",,,41.0,40.0,18.0
81873,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/17/22,12/20/22,,"",,166599,1321,rv,,rv,,12/21/22 09:26,"",https://docs.cdn.yougov.com/by8wjw1hur/econTabReport.pdf,"",,,48.0,43.0,9.0
81826,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/10/22,12/13/22,,"",,166282,1500,a,,a,,12/14/22 10:38,"",https://docs.cdn.yougov.com/b94ttrxy3v/econtoplines.pdf,"",,,37.0,42.0,20.0
81826,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/10/22,12/13/22,,"",,166283,1338,rv,,rv,,12/14/22 10:38,"",https://docs.cdn.yougov.com/urts2xadfd/econTabReport.pdf,"",,,44.0,45.0,11.0
81830,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,12/8/22,12/12/22,,"",,166314,1614,a,,a,,12/14/22 14:12,"",https://poll.qu.edu/poll-release?releaseid=3863,"",,,35.0,54.0,11.0
81830,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,12/8/22,12/12/22,,"",,166315,1456,rv,,rv,,12/14/22 14:12,"",https://poll.qu.edu/poll-release?releaseid=3863,"",,,36.0,55.0,9.0
81769,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/3/22,12/6/22,,"",,166032,1500,a,,a,,12/7/22 10:44,"",https://docs.cdn.yougov.com/dshfq4wqyr/econtoplines.pdf,"",,,38.0,45.0,17.0
81769,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,12/3/22,12/6/22,,"",,166033,1332,rv,,rv,,12/7/22 10:44,"",https://docs.cdn.yougov.com/qsanp37uhh/econTabReport.pdf,"",,,43.0,46.0,11.0
81724,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/26/22,11/29/22,,"",,165814,1500,a,,a,,11/30/22 09:25,"",https://docs.cdn.yougov.com/2zebcvjoec/econtoplines.pdf,"",,,37.0,41.0,23.0
81724,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/26/22,11/29/22,,"",,165815,1319,rv,,rv,,11/30/22 09:25,"",https://docs.cdn.yougov.com/3jonl2kylh/econTabReport.pdf,"",,,43.0,45.0,12.0
81706,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/19/22,11/22/22,,"",,165762,1500,a,,a,,11/23/22 08:52,"",https://docs.cdn.yougov.com/5wsputvmjl/econtoplines.pdf,"",,,41.0,37.0,22.0
81706,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/19/22,11/22/22,,"",,165763,1296,rv,,rv,,11/23/22 08:52,"",https://docs.cdn.yougov.com/h45mt3xoby/econTabReport.pdf,"",,,47.0,40.0,12.0
81725,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,11/15/22,11/22/22,,"",,165819,1004,a,,a,,11/30/22 09:25,"",https://law.marquette.edu/poll/wp-content/uploads/2022/11/MLSPSC11PressRelease_CourtIssues.pdf,"",,,44.0,56.0,0
81725,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,11/15/22,11/22/22,,"",,165880,840,rv,,rv,,12/1/22 09:35,"",https://law.marquette.edu/poll/wp-content/uploads/2022/12/MLSPSC11PressRelease_NationalIssues.pdf,"",,,44.0,56.0,0
81670,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/13/22,11/15/22,,"",,165491,1500,a,,a,,11/16/22 11:46,"",https://docs.cdn.yougov.com/l4uezifj5w/econtoplines.pdf,"",,,42.0,41.0,16.0
81670,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,11/13/22,11/15/22,,"",,165492,1287,rv,,rv,,11/16/22 11:46,"",https://docs.cdn.yougov.com/gebmjsbpbw/econTabReport.pdf,"",,,45.0,46.0,9.0
